"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Turkey","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","TRY","Turkish Lira","6","Millions",,,1098799.348,,
"TUR","Turkey","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","TRY","Turkish Lira","6","Millions",,,1297713.21,,
"TUR","Turkey","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","TRY","Turkish Lira","6","Millions",,,1416798.49,,
"TUR","Turkey","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","TRY","Turkish Lira","6","Millions",,,1567289.238,,
"TUR","Turkey","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","TRY","Turkish Lira","6","Millions",,,1749782.267,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","EUR","Euro","6","Millions","2011","2011",125445.8229,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","EUR","Euro","6","Millions","2011","2011",130925.5554,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2011","2011",132351.9585,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2011","2011",129647.6413,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2011","2011",130898.5314,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2011","2011",136504.628,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2011","2011",141277.762,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2011","2011",147531.015,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2011","2011",154600.363,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2011","2011",160611.555,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2011","2011",166694.708,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2011","2011",169934.094,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2011","2011",171240.542,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2011","2011",169640.802,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2011","2011",172713.987,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2011","2011",174038.332,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2011","2011",176741.239,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2011","2011",181145.635,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2011","2011",181506.608,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2011","2011",176101.152,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2011","2011",179444.769,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2011","2011",176166.578,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2011","2011",169070.136,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2011","2011",167159.381,,
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2011","2011",168673.5,"E","Estimated value"
"PRT","Portugal","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2011","2011",171119.684,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","SEK","Swedish Krona","6","Millions","2010","2010",2314107.2459,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","SEK","Swedish Krona","6","Millions","2010","2010",2287588.1586,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","SEK","Swedish Krona","6","Millions","2010","2010",2261084.3283,"E","Estimated value"
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","SEK","Swedish Krona","6","Millions","2010","2010",2214379,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","SEK","Swedish Krona","6","Millions","2010","2010",2304894,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","SEK","Swedish Krona","6","Millions","2010","2010",2397650,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","SEK","Swedish Krona","6","Millions","2010","2010",2434043,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","SEK","Swedish Krona","6","Millions","2010","2010",2504642,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","SEK","Swedish Krona","6","Millions","2010","2010",2610508,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","SEK","Swedish Krona","6","Millions","2010","2010",2728768,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","SEK","Swedish Krona","6","Millions","2010","2010",2857983,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","SEK","Swedish Krona","6","Millions","2010","2010",2902665,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","SEK","Swedish Krona","6","Millions","2010","2010",2962854,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","SEK","Swedish Krona","6","Millions","2010","2010",3033540,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","SEK","Swedish Krona","6","Millions","2010","2010",3164605,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","SEK","Swedish Krona","6","Millions","2010","2010",3253794,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","SEK","Swedish Krona","6","Millions","2010","2010",3406336,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","SEK","Swedish Krona","6","Millions","2010","2010",3522320,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","SEK","Swedish Krona","6","Millions","2010","2010",3502699,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","SEK","Swedish Krona","6","Millions","2010","2010",3321096,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","SEK","Swedish Krona","6","Millions","2010","2010",3519994,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","SEK","Swedish Krona","6","Millions","2010","2010",3613781,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","SEK","Swedish Krona","6","Millions","2010","2010",3603434,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","SEK","Swedish Krona","6","Millions","2010","2010",3648160,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","SEK","Swedish Krona","6","Millions","2010","2010",3743170,,
"SWE","Sweden","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","SEK","Swedish Krona","6","Millions","2010","2010",3897534,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","EUR","Euro","6","Millions","2010","2010",400573.1733,"E","Estimated value"
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","EUR","Euro","6","Millions","2010","2010",410343.6918,"E","Estimated value"
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","EUR","Euro","6","Millions","2010","2010",417344.4462,"E","Estimated value"
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","EUR","Euro","6","Millions","2010","2010",422592.7705,"E","Estimated value"
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","EUR","Euro","6","Millions","2010","2010",435106.1329,"E","Estimated value"
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","EUR","Euro","6","Millions","2010","2010",448664.1965,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","EUR","Euro","6","Millions","2010","2010",464666.7887,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","EUR","Euro","6","Millions","2010","2010",484646.8446,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","EUR","Euro","6","Millions","2010","2010",506579.1258,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","EUR","Euro","6","Millions","2010","2010",532169.9499,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","EUR","Euro","6","Millions","2010","2010",554727.3732,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","EUR","Euro","6","Millions","2010","2010",566511.249,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","EUR","Euro","6","Millions","2010","2010",567098.3245,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","EUR","Euro","6","Millions","2010","2010",568708.4447,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","EUR","Euro","6","Millions","2010","2010",580257.243,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","EUR","Euro","6","Millions","2010","2010",592792.9232,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","EUR","Euro","6","Millions","2010","2010",613651.1541,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","EUR","Euro","6","Millions","2010","2010",636346.877,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","EUR","Euro","6","Millions","2010","2010",647158.7972,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","EUR","Euro","6","Millions","2010","2010",622776.5489,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","EUR","Euro","6","Millions","2010","2010",631512,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","EUR","Euro","6","Millions","2010","2010",642018,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","EUR","Euro","6","Millions","2010","2010",635231.6296,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","EUR","Euro","6","Millions","2010","2010",634022.5348,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","EUR","Euro","6","Millions","2010","2010",643023.6912,,
"NLD","Netherlands","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","EUR","Euro","6","Millions","2010","2010",655573.6552,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","CNY","Yuan Renminbi","6","Millions",,,1877430,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","CNY","Yuan Renminbi","6","Millions",,,2189550,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","CNY","Yuan Renminbi","6","Millions",,,2706830,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","CNY","Yuan Renminbi","6","Millions",,,3552430,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","CNY","Yuan Renminbi","6","Millions",,,4845960,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","CNY","Yuan Renminbi","6","Millions",,,6112980,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","CNY","Yuan Renminbi","6","Millions",,,7157230,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","CNY","Yuan Renminbi","6","Millions",,,7942950,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","CNY","Yuan Renminbi","6","Millions",,,8488370,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","CNY","Yuan Renminbi","6","Millions",,,9018770,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","CNY","Yuan Renminbi","6","Millions",,,9977630,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","CNY","Yuan Renminbi","6","Millions",,,11027040,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","CNY","Yuan Renminbi","6","Millions",,,12100200,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","CNY","Yuan Renminbi","6","Millions",,,13656460,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","CNY","Yuan Renminbi","6","Millions",,,16071440,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","CNY","Yuan Renminbi","6","Millions",,,18589580,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","CNY","Yuan Renminbi","6","Millions",,,21765660,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","CNY","Yuan Renminbi","6","Millions",,,26801940,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","CNY","Yuan Renminbi","6","Millions",,,31675170,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","CNY","Yuan Renminbi","6","Millions",,,34562920,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","CNY","Yuan Renminbi","6","Millions",,,40890295.17,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","CNY","Yuan Renminbi","6","Millions",,,48412350.32,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","CNY","Yuan Renminbi","6","Millions",,,53412303.89,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","CNY","Yuan Renminbi","6","Millions",,,58801875.59,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","CNY","Yuan Renminbi","6","Millions",,,63591020.17,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","CNY","Yuan Renminbi","6","Millions",,,67670777.81,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1990","1990","ISK","Iceland Krona","6","Millions","2005","2005",663733.7432,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1991","1991","ISK","Iceland Krona","6","Millions","2005","2005",662250.1289,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1992","1992","ISK","Iceland Krona","6","Millions","2005","2005",639906.5106,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1993","1993","ISK","Iceland Krona","6","Millions","2005","2005",648311.3593,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1994","1994","ISK","Iceland Krona","6","Millions","2005","2005",671707.9952,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1995","1995","ISK","Iceland Krona","6","Millions","2005","2005",672491.0973,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1996","1996","ISK","Iceland Krona","6","Millions","2005","2005",704670.2161,"E","Estimated value"
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1997","1997","ISK","Iceland Krona","6","Millions","2005","2005",739292,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1998","1998","ISK","Iceland Krona","6","Millions","2005","2005",787494,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","1999","1999","ISK","Iceland Krona","6","Millions","2005","2005",820279,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2000","2000","ISK","Iceland Krona","6","Millions","2005","2005",859026,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2001","2001","ISK","Iceland Krona","6","Millions","2005","2005",891348,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2002","2002","ISK","Iceland Krona","6","Millions","2005","2005",895389,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2003","2003","ISK","Iceland Krona","6","Millions","2005","2005",919939,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2004","2004","ISK","Iceland Krona","6","Millions","2005","2005",995561,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2005","2005","ISK","Iceland Krona","6","Millions","2005","2005",1054900,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2006","2006","ISK","Iceland Krona","6","Millions","2005","2005",1099273,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2007","2007","ISK","Iceland Krona","6","Millions","2005","2005",1203626,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2008","2008","ISK","Iceland Krona","6","Millions","2005","2005",1221425,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2009","2009","ISK","Iceland Krona","6","Millions","2005","2005",1164248,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2010","2010","ISK","Iceland Krona","6","Millions","2005","2005",1122467,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2011","2011","ISK","Iceland Krona","6","Millions","2005","2005",1144783,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2012","2012","ISK","Iceland Krona","6","Millions","2005","2005",1158325,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2013","2013","ISK","Iceland Krona","6","Millions","2005","2005",1203453,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2014","2014","ISK","Iceland Krona","6","Millions","2005","2005",1225436,,
"ISL","Iceland","B1_GA","Gross domestic product (output approach)","V","Constant prices, national base year","2015","2015","ISK","Iceland Krona","6","Millions","2005","2005",1273928,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,728529.5136,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,795819.4939,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,837511.1495,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,862636.538,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,912408.0495,"E","Estimated value"
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,984983.4035,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,1043085.7637,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,1089869.2035,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,1135499.481,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,1171901.3716,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,1239266.3278,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,1298890.1867,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,1345794.2365,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,1390709.5737,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,1448362.7041,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,1489725.4628,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,1548473.4353,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,1609550.7608,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,1632150.832,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,1572878.2823,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,1604514.5196,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,1637462.9393,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,1613264.9649,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,1604599.0616,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,1620381.0902,,
"ITA","Italy","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,1642443.8128,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","IDR","Rupiah","6","Millions",,,396455738.6407,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","IDR","Rupiah","6","Millions",,,459503559.2088,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","IDR","Rupiah","6","Millions",,,546415847.4882,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","IDR","Rupiah","6","Millions",,,640252073.7312,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","IDR","Rupiah","6","Millions",,,754614023.9773,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","IDR","Rupiah","6","Millions",,,1149004627.2507,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","IDR","Rupiah","6","Millions",,,1322094901.3981,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","IDR","Rupiah","6","Millions",,,1520682588.5176,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","IDR","Rupiah","6","Millions",,,1801401225.1189,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","IDR","Rupiah","6","Millions",,,1993445339.8075,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","IDR","Rupiah","6","Millions",,,2203357478.9323,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","IDR","Rupiah","6","Millions",,,2512087021.4576,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","IDR","Rupiah","6","Millions",,,3035611121.2535,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","IDR","Rupiah","6","Millions",,,3653762286.1492,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","IDR","Rupiah","6","Millions",,,4323057002.6969,"E","Estimated value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","IDR","Rupiah","6","Millions",,,5414841900,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","IDR","Rupiah","6","Millions",,,6011375000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","IDR","Rupiah","6","Millions",,,6864133100,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","IDR","Rupiah","6","Millions",,,7831726000,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","IDR","Rupiah","6","Millions",,,8615704500,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","IDR","Rupiah","6","Millions",,,9524736500,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","IDR","Rupiah","6","Millions",,,10542693500,,
"ISR","Israel","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","ILS","New Israeli Sheqel","6","Millions",,,301035.733,,
