"ID","SectorBranchesSIC2008","Periods","OutputBasicPrices_1","IntermediateConsumption_2","GrossValueAddedBasicPrices_3","OutputBasicPrices_4","IntermediateConsumption_5","GrossValueAddedBasicPrices_6","OutputBasicPrices_7","IntermediateConsumption_8","GrossValueAddedBasicPrices_9","OutputBasicPrices_10","IntermediateConsumption_11","GrossValueAddedBasicPrices_12","Total_13","WagesAndSalaries_14","EmployersSocialContributions_15","Gross_16","ConsumptionOfFixedCapital_17","Net_18","TaxesLessSubsidies_19","OtherTaxesOnProduction_20","OtherSubsidiesOnProduction_21","GrossValueAddedBasicPrices_22"
167,"305800","2015JJ00",16471,4181,12290,15909,3884,12157,-13.9,-3.7,-16.6,103.5,107.6,101.1,1119,778,341,11148,NA,NA,23,27,4,12290
168,"306300","1995JJ00",604,346,258,758,457,306,NA,NA,NA,79.7,75.7,84.2,71,61,10,187,29,158,0,1,1,258
169,"306300","1996JJ00",702,393,309,862,505,362,13.7,10.4,18.2,81.4,77.9,85.3,76,65,11,231,29,202,2,3,1,309
170,"306300","1997JJ00",774,426,348,933,532,406,8.3,5.3,12,82.9,80.1,85.8,82,70,12,264,30,234,2,3,1,348
171,"306300","1998JJ00",779,437,342,934,536,402,0.1,0.9,-0.9,83.4,81.5,85,88,71,17,254,30,224,0,1,1,342
172,"306300","1999JJ00",886,467,419,1089,565,527,16.6,5.3,31,81.4,82.7,79.5,95,79,16,325,31,294,-1,1,2,419
173,"306300","2000JJ00",879,481,398,1056,557,500,-3,-1.3,-5,83.2,86.3,79.5,102,83,19,296,33,263,0,1,1,398
174,"306300","2001JJ00",962,492,470,1062,548,517,0.6,-1.7,3.3,90.6,89.7,91,86,72,14,382,34,348,2,3,1,470
175,"306300","2002JJ00",994,501,493,1088,549,542,2.5,0.2,4.9,91.3,91.2,91,91,76,15,401,36,365,1,4,3,493
176,"306300","2003JJ00",978,497,481,1064,546,521,-2.2,-0.6,-3.9,91.9,91,92.3,93,79,14,388,37,351,0,2,2,481
177,"306300","2004JJ00",890,469,421,966,512,457,-9.2,-6.2,-12.3,92.1,91.6,92.1,91,77,14,327,38,289,3,4,1,421
178,"306300","2005JJ00",863,479,384,936,508,431,-3.1,-0.9,-5.7,92.2,94.4,89.1,89,76,13,292,39,253,3,4,1,384
179,"306300","2006JJ00",818,470,348,893,490,405,-4.6,-3.5,-6,91.6,96,85.9,90,77,13,255,40,215,3,4,1,348
180,"306300","2007JJ00",790,450,340,846,464,384,-5.3,-5.3,-5.2,93.4,97.1,88.5,89,76,13,250,42,208,1,2,1,340
181,"306300","2008JJ00",820,485,335,820,455,366,-3,-1.8,-4.7,100,106.5,91.5,94,79,15,240,45,195,1,2,1,335
182,"306300","2009JJ00",715,394,321,700,396,304,-14.6,-13,-17,102.2,99.5,105.6,93,78,15,228,46,182,0,2,2,321
183,"306300","2010JJ00",651,366,285,651,366,285,-7,-7.6,-6.2,100,100,100,92,77,15,193,46,147,0,2,2,285
184,"306300","2011JJ00",750,417,333,746,404,342,14.6,10.4,20,100.5,103.2,97.4,140,119,21,193,45,148,0,2,2,333
185,"306300","2012JJ00",721,417,304,690,396,293,-7.5,-1.9,-14.4,104.4,105.2,103.9,106,88,18,198,45,153,0,2,2,304
186,"306300","2013JJ00",632,380,252,602,363,238,-12.8,-8.4,-18.8,104.9,104.7,106,107,89,18,145,45,100,0,2,2,252
187,"306300","2014JJ00",679,400,279,657,390,266,9.2,7.4,11.9,103.3,102.6,104.8,112,92,20,165,45,120,2,2,0,279
188,"306300","2015JJ00",700,417,283,675,400,273,2.7,2.8,2.5,103.7,104.1,103.7,115,95,20,167,NA,NA,1,2,1,283
189,"307000","1995JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
190,"307000","1996JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
191,"307000","1997JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
192,"307000","1998JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
193,"307000","1999JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
194,"307000","2000JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
195,"307000","2001JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
196,"307000","2002JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
197,"307000","2003JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
198,"307000","2004JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
199,"307000","2005JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
200,"307000","2006JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
201,"307000","2007JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
202,"307000","2008JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
203,"307000","2009JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
204,"307000","2010JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
205,"307000","2011JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
206,"307000","2012JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
207,"307000","2013JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
208,"307000","2014JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
209,"307000","2015JJ00",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0
210,"307500","1995JJ00",149499,98863,50636,197481,145441,51965,NA,NA,NA,75.7,68,97.4,28081,23937,4144,22350,8820,13530,205,389,184,50636
211,"307500","1996JJ00",156532,105522,51010,205039,152120,53178,3.8,4.6,2.3,76.3,69.4,95.9,28289,24054,4235,22595,8960,13635,126,371,245,51010
212,"307500","1997JJ00",168886,116078,52808,216279,162782,54414,5.5,7,2.3,78.1,71.3,97,28929,24926,4003,23952,9127,14825,-73,305,378,52808
213,"307500","1998JJ00",174784,119094,55690,227018,171816,56417,5,5.5,3.7,77,69.3,98.7,30073,24420,5653,25816,9402,16414,-199,301,500,55690
214,"307500","1999JJ00",182008,124518,57490,235460,177250,59185,3.7,3.2,4.9,77.3,70.2,97.1,31265,25323,5942,26373,9718,16655,-148,383,531,57490
215,"307500","2000JJ00",205763,144455,61308,246812,184608,62897,4.8,4.2,6.3,83.4,78.2,97.5,33164,26459,6705,28281,10221,18060,-137,412,549,61308
216,"307500","2001JJ00",208558,145330,63228,247264,184192,63618,0.2,-0.2,1.1,84.3,78.9,99.4,33995,27576,6419,29348,10707,18641,-115,483,598,63228
217,"307500","2002JJ00",204222,141503,62719,243368,180684,63097,-1.6,-1.9,-0.8,83.9,78.3,99.4,34817,27989,6828,28107,11139,16968,-205,515,720,62719
218,"307500","2003JJ00",204638,141987,62651,242461,180098,62793,-0.4,-0.3,-0.5,84.4,78.8,99.8,34742,27956,6786,27996,11286,16710,-87,443,530,62651
219,"307500","2004JJ00",217064,151509,65555,250057,184761,65533,3.1,2.6,4.4,86.8,82,100,34816,27832,6984,30856,11421,19435,-117,458,575,65555
220,"307500","2005JJ00",231636,163156,68480,255281,187677,67677,2.1,1.6,3.3,90.7,86.9,101.2,34471,27715,6756,34060,11586,22474,-51,467,518,68480
221,"307500","2006JJ00",245796,175538,70258,261292,192404,69006,2.4,2.5,2,94.1,91.2,101.8,35058,28304,6754,35264,11843,23421,-64,430,494,70258
222,"307500","2007JJ00",263869,189003,74866,271341,198544,72788,3.8,3.2,5.5,97.2,95.2,102.9,36505,29397,7108,38430,12153,26277,-69,438,507,74866
223,"307500","2008JJ00",275138,201239,73899,268906,197559,71398,-0.9,-0.5,-1.9,102.3,101.9,103.5,38518,30339,8179,35429,12573,22856,-48,561,609,73899
224,"307500","2009JJ00",234739,169734,65005,248310,184728,63666,-7.7,-6.5,-10.8,94.5,91.9,102.1,39125,29763,9362,26345,12866,13479,-465,680,1145,65005
225,"307500","2010JJ00",258384,191360,67024,258384,191360,67024,4.1,3.6,5.3,100,100,100,36912,29589,7323,30232,12972,17260,-120,690,810,67024
226,"307500","2011JJ00",291758,221779,69979,272403,202960,69443,5.4,6.1,3.6,107.1,109.3,100.8,37771,30011,7760,32149,12985,19164,59,725,666,69979
227,"307500","2012JJ00",297727,228653,69074,271528,203025,68443,-0.3,0,-1.4,109.6,112.6,100.9,38285,30187,8098,30633,13087,17546,156,681,525,69074
228,"307500","2013JJ00",293296,226620,66676,271081,203340,67605,-0.2,0.2,-1.2,108.2,111.4,98.6,38555,30602,7953,28074,13022,15052,47,505,458,66676
229,"307500","2014JJ00",293446,225442,68004,276207,207258,68802,1.9,1.9,1.8,106.2,108.8,98.8,39645,30681,8964,28224,13183,15041,135,541,406,68004
230,"307500","2015JJ00",288608,217488,71120,283271,213399,69637,2.6,3,1.2,101.9,101.9,102.1,39785,31453,8332,31225,13452,17773,110,504,394,71120
231,"307610","1995JJ00",38781,29400,9381,49668,37146,12449,NA,NA,NA,78.1,79.1,75.4,4403,3763,640,4868,1311,3557,110,164,54,9381
232,"307610","1996JJ00",39965,30332,9633,50645,37744,12834,2,1.6,3.1,78.9,80.4,75.1,4296,3661,635,5228,1331,3897,109,166,57,9633
233,"307610","1997JJ00",41400,31799,9601,50741,38162,12488,0.2,1.1,-2.7,81.6,83.3,76.9,4382,3777,605,5175,1361,3814,44,158,114,9601
234,"307610","1998JJ00",41721,32027,9694,51833,39241,12477,2.2,2.8,-0.1,80.5,81.6,77.7,4484,3663,821,5171,1394,3777,39,158,119,9694
235,"307610","1999JJ00",41455,31063,10392,52677,39764,12802,1.6,1.3,2.6,78.7,78.1,81.2,4742,3854,888,5601,1436,4165,49,184,135,10392
236,"307610","2000JJ00",43317,32768,10549,53064,40079,12874,0.7,0.8,0.6,81.6,81.8,81.9,5023,4012,1011,5495,1511,3984,31,193,162,10549
237,"307610","2001JJ00",44954,33913,11041,52446,39736,12600,-1.2,-0.9,-2.1,85.7,85.3,87.6,5130,4165,965,5849,1578,4271,62,223,161,11041
238,"307610","2002JJ00",44707,33215,11492,52208,39440,12656,-0.5,-0.7,0.4,85.6,84.2,90.8,5189,4181,1008,6208,1647,4561,95,226,131,11492
239,"307610","2003JJ00",44988,33288,11700,52282,39822,12371,0.1,1,-2.2,86,83.6,94.6,5233,4224,1009,6405,1674,4731,62,206,144,11700
240,"307610","2004JJ00",45831,33961,11870,52914,40291,12532,1.2,1.2,1.3,86.6,84.3,94.7,5208,4204,1004,6582,1707,4875,80,214,134,11870
241,"307610","2005JJ00",46410,34231,12179,53877,40908,12864,1.8,1.5,2.6,86.1,83.7,94.7,5123,4183,940,7014,1746,5268,42,164,122,12179
242,"307610","2006JJ00",46360,35171,11189,52687,40829,11851,-2.2,-0.2,-7.9,88,86.1,94.4,5302,4272,1030,5839,1783,4056,48,161,113,11189
243,"307610","2007JJ00",51067,39438,11629,53764,41606,12145,2,1.9,2.5,95,94.8,95.7,5417,4410,1007,6138,1821,4317,74,161,87,11629
244,"307610","2008JJ00",54592,43456,11136,53886,42113,11764,0.2,1.2,-3.1,101.3,103.2,94.7,5432,4371,1061,5560,1876,3684,144,233,89,11136
245,"307610","2009JJ00",50625,38961,11664,52888,41297,11585,-1.9,-1.9,-1.5,95.7,94.3,100.7,5472,4423,1049,5990,1920,4070,202,301,99,11664
246,"307610","2010JJ00",52890,41383,11507,52890,41383,11507,0,0.2,-0.7,100,100,100,5526,4482,1044,5768,1942,3826,213,314,101,11507
247,"307610","2011JJ00",57961,46118,11843,53817,42283,11534,1.8,2.2,0.2,107.7,109.1,102.7,5536,4466,1070,6096,1945,4151,211,306,95,11843
248,"307610","2012JJ00",61023,48204,12819,54914,42874,12056,2,1.4,4.5,111.1,112.4,106.3,5738,4546,1192,6866,1969,4897,215,291,76,12819
249,"307610","2013JJ00",64086,50898,13188,56842,44427,12429,3.5,3.6,3.1,112.7,114.6,106.1,5899,4728,1171,7189,1995,5194,100,165,65,13188
250,"307610","2014JJ00",64922,51080,13842,58512,45699,12831,2.9,2.9,3.2,111,111.8,107.9,6037,4792,1245,7678,2036,5642,127,164,37,13842
251,"307610","2015JJ00",64924,51595,13329,60156,47608,12544,2.8,4.2,-2.2,107.9,108.4,106.3,6090,4876,1214,7128,NA,NA,111,142,31,13329
252,"307600","1995JJ00",33042,26349,6693,41794,33180,8643,NA,NA,NA,79.1,79.4,77.4,3833,3282,551,2760,1046,1714,100,153,53,6693
253,"307600","1996JJ00",33943,27187,6756,42601,33691,8943,1.9,1.5,3.5,79.7,80.7,75.5,3728,3180,548,2930,1063,1867,98,154,56,6756
254,"307600","1997JJ00",35093,28505,6588,42622,34013,8621,0.1,1,-3.6,82.3,83.8,76.4,3824,3297,527,2734,1087,1647,30,142,112,6588
255,"307600","1998JJ00",35385,28753,6632,43783,35123,8655,2.7,3.3,0.4,80.8,81.9,76.6,3903,3182,721,2703,1114,1589,26,144,118,6632
256,"307600","1999JJ00",34892,27667,7225,44459,35547,8915,1.5,1.2,3,78.5,77.8,81,4130,3349,781,3065,1151,1914,30,164,134,7225
257,"307600","2000JJ00",36431,29226,7205,44735,35825,8915,0.6,0.8,0,81.4,81.6,80.8,4409,3504,905,2778,1212,1566,18,176,158,7205
258,"307600","2001JJ00",37648,30245,7403,44072,35468,8608,-1.5,-1,-3.4,85.4,85.3,86,4492,3639,853,2879,1267,1612,32,189,157,7403
259,"307600","2002JJ00",36821,29280,7541,43255,34922,8337,-1.9,-1.5,-3.1,85.1,83.8,90.5,4483,3601,882,2995,1324,1671,63,189,126,7541
260,"307600","2003JJ00",37140,29433,7707,43618,35393,8242,0.8,1.3,-1.1,85.1,83.2,93.5,4523,3640,883,3150,1347,1803,34,174,140,7707
261,"307600","2004JJ00",38475,30275,8200,44715,36069,8640,2.5,1.9,4.8,86,83.9,94.9,4507,3626,881,3641,1373,2268,52,181,129,8200
262,"307600","2005JJ00",38804,30451,8353,45502,36598,8885,1.8,1.5,2.8,85.3,83.2,94,4461,3633,828,3870,1404,2466,22,138,116,8353
263,"307600","2006JJ00",40108,31867,8241,46022,37174,8848,1.1,1.6,-0.4,87.1,85.7,93.1,4635,3716,919,3580,1435,2145,26,134,108,8241
264,"307600","2007JJ00",44392,35802,8590,46821,37762,9054,1.7,1.6,2.3,94.8,94.8,94.9,4740,3849,891,3797,1464,2333,53,135,82,8590
265,"307600","2008JJ00",48103,39713,8390,47317,38320,8992,1.1,1.5,-0.7,101.7,103.6,93.3,4737,3802,935,3546,1502,2044,107,191,84,8390
266,"307600","2009JJ00",44373,35372,9001,46543,37655,8888,-1.6,-1.7,-1.2,95.3,93.9,101.3,4823,3888,935,4033,1533,2500,145,238,93,9001
267,"307600","2010JJ00",46643,37739,8904,46643,37739,8904,0.2,0.2,0.2,100,100,100,4882,3950,932,3869,1560,2309,153,248,95,8904
268,"307600","2011JJ00",51611,42381,9230,47602,38685,8917,2.1,2.5,0.1,108.4,109.6,103.5,4881,3928,953,4199,1570,2629,150,240,90,9230
269,"307600","2012JJ00",54127,44291,9836,48529,39192,9352,1.9,1.3,4.9,111.5,113,105.2,5082,4011,1071,4593,1600,2993,161,231,70,9836
270,"307600","2013JJ00",57263,47024,10239,50655,40760,9921,4.4,4,6.1,113,115.4,103.2,5239,4188,1051,4921,1634,3287,79,142,63,10239
271,"307600","2014JJ00",58076,47202,10874,52254,41980,10309,3.2,3,3.9,111.1,112.4,105.5,5380,4255,1125,5387,1681,3706,107,143,36,10874
272,"307600","2015JJ00",58472,47781,10691,54262,43954,10320,3.8,4.7,0.1,107.8,108.7,103.6,5543,4428,1115,5051,NA,NA,97,126,29,10691
273,"311300","1995JJ00",3084,1942,1142,3814,2456,1334,NA,NA,NA,80.9,79.1,85.6,353,302,51,779,202,577,10,10,0,1142
274,"311300","1996JJ00",3208,1983,1225,3881,2493,1364,1.8,1.5,2.2,82.7,79.6,89.8,358,306,52,859,205,654,8,9,1,1225
275,"311300","1997JJ00",3207,2035,1172,3806,2506,1282,-1.9,0.6,-6,84.3,81.2,91.4,343,298,45,819,209,610,10,12,2,1172
276,"311300","1998JJ00",3114,2015,1099,3678,2465,1201,-3.4,-1.7,-6.3,84.7,81.8,91.5,362,303,59,727,214,513,10,11,1,1099
277,"311300","1999JJ00",3184,2053,1131,3733,2498,1223,1.5,1.3,1.8,85.3,82.2,92.5,383,317,66,733,218,515,15,16,1,1131
278,"311300","2000JJ00",3224,2097,1127,3724,2495,1217,-0.3,-0.1,-0.5,86.6,84,92.6,376,318,58,740,228,512,11,15,4,1127
279,"311300","2001JJ00",3460,2200,1260,3852,2558,1279,3.4,2.5,5.1,89.8,86,98.5,399,332,67,834,237,597,27,31,4,1260
280,"311300","2002JJ00",3515,2287,1228,3912,2629,1272,1.6,2.8,-0.6,89.8,87,96.5,432,358,74,766,244,522,30,35,5,1228
281,"311300","2003JJ00",3540,2285,1255,3881,2610,1261,-0.8,-0.7,-0.9,91.2,87.6,99.5,430,356,74,799,243,556,26,30,4,1255
282,"311300","2004JJ00",3388,2224,1164,3730,2533,1190,-3.9,-2.9,-5.7,90.8,87.8,97.9,427,354,73,710,245,465,27,32,5,1164
283,"311300","2005JJ00",3480,2263,1217,3783,2560,1214,1.4,1.1,2.1,92,88.4,100.2,403,336,67,795,248,547,19,24,5,1217
284,"311300","2006JJ00",3908,2540,1368,4096,2799,1291,8.3,9.3,6.3,95.4,90.7,106,416,348,68,932,249,683,20,24,4,1368
285,"311300","2007JJ00",4225,2785,1440,4269,2917,1346,4.2,4.2,4.2,99,95.5,107,425,354,71,997,252,745,18,22,4,1440
286,"311300","2008JJ00",4189,2903,1286,4160,2915,1247,-2.6,-0.1,-7.4,100.7,99.6,103.2,454,375,79,799,259,540,33,37,4,1286
287,"311300","2009JJ00",3951,2709,1242,3965,2742,1223,-4.7,-5.9,-1.9,99.6,98.8,101.5,453,372,81,738,266,472,51,56,5,1242
288,"311300","2010JJ00",3966,2725,1241,3966,2725,1241,0,-0.6,1.4,100,100,100,451,372,79,734,264,470,56,61,5,1241
289,"311300","2011JJ00",4058,2736,1322,3929,2645,1284,-0.9,-2.9,3.5,103.3,103.4,103,457,374,83,810,258,552,55,60,5,1322
290,"311300","2012JJ00",4218,2864,1354,3951,2689,1263,0.6,1.6,-1.7,106.8,106.5,107.2,456,371,85,847,253,594,51,56,5,1354
291,"311300","2013JJ00",4263,2880,1383,3968,2718,1251,0.4,1.1,-1,107.4,106,110.6,456,373,83,911,248,663,16,18,2,1383
292,"311300","2014JJ00",4247,2902,1345,3977,2785,1195,0.2,2.5,-4.4,106.8,104.2,112.5,461,374,87,869,245,624,15,16,1,1345
293,"311300","2015JJ00",4350,2990,1360,4050,2845,1208,1.8,2.2,1,107.4,105.1,112.6,470,384,86,880,NA,NA,10,12,2,1360
294,"312200","1995JJ00",2655,1109,1546,3911,1474,2452,NA,NA,NA,67.9,75.2,63.1,217,179,38,1329,63,1266,0,1,1,1546
295,"312200","1996JJ00",2814,1162,1652,4015,1524,2504,2.7,3.4,2.1,70.1,76.2,66,210,175,35,1439,63,1376,3,3,0,1652
296,"312200","1997JJ00",3100,1259,1841,4188,1610,2589,4.3,5.6,3.4,74,78.2,71.1,215,182,33,1622,65,1557,4,4,0,1841
297,"312200","1998JJ00",3222,1259,1963,4246,1613,2645,1.4,0.2,2.2,75.9,78,74.2,219,178,41,1741,66,1675,3,3,0,1963
298,"312200","1999JJ00",3379,1343,2036,4360,1681,2690,2.7,4.2,1.7,77.5,79.9,75.7,229,188,41,1803,67,1736,4,4,0,2036
299,"312200","2000JJ00",3662,1445,2217,4483,1720,2776,2.8,2.3,3.2,81.7,84,79.9,238,190,48,1977,71,1906,2,2,0,2217
300,"312200","2001JJ00",3846,1468,2378,4390,1671,2732,-2.1,-2.8,-1.6,87.6,87.8,87,239,194,45,2136,74,2062,3,3,0,2378
301,"312200","2002JJ00",4371,1648,2723,4893,1843,3064,11.4,10.3,12.2,89.3,89.4,88.9,274,222,52,2447,79,2368,2,2,0,2723
302,"312200","2003JJ00",4308,1570,2738,4650,1781,2883,-5,-3.4,-5.9,92.7,88.2,95,280,228,52,2456,84,2372,2,2,0,2738
303,"312200","2004JJ00",3968,1462,2506,4378,1664,2726,-5.8,-6.6,-5.4,90.6,87.9,91.9,274,224,50,2231,89,2142,1,1,0,2506
304,"312200","2005JJ00",4126,1517,2609,4498,1723,2788,2.7,3.6,2.3,91.7,88,93.6,259,214,45,2349,94,2255,1,2,1,2609
305,"312200","2006JJ00",2344,764,1580,2583,864,1718,-42.6,-49.8,-38.4,90.8,88.4,92,251,208,43,1327,99,1228,2,3,1,1580
306,"312200","2007JJ00",2450,851,1599,2677,930,1749,3.7,7.6,1.8,91.5,91.5,91.4,252,207,45,1344,105,1239,3,4,1,1599
307,"312200","2008JJ00",2300,840,1460,2409,880,1530,-10,-5.4,-12.5,95.5,95.5,95.4,241,194,47,1215,115,1100,4,5,1,1460
308,"312200","2009JJ00",2301,880,1421,2378,900,1480,-1.3,2.3,-3.3,96.8,97.8,96,196,163,33,1219,121,1098,6,7,1,1421
309,"312200","2010JJ00",2281,919,1362,2281,919,1362,-4.1,2.2,-8,100,100,100,193,160,33,1165,118,1047,4,5,1,1362
310,"312200","2011JJ00",2292,1001,1291,2286,953,1333,0.2,3.7,-2.1,100.3,105,96.8,198,164,34,1087,117,970,6,6,0,1291
311,"312200","2012JJ00",2678,1049,1629,2439,996,1445,6.7,4.5,8.4,109.8,105.3,112.8,200,164,36,1426,116,1310,3,4,1,1629
312,"312200","2013JJ00",2560,994,1566,2215,942,1277,-9.2,-5.4,-11.6,115.6,105.6,122.6,204,167,37,1357,113,1244,5,5,0,1566
313,"312200","2014JJ00",2599,976,1623,2271,921,1348,2.5,-2.2,5.6,114.5,106,120.4,196,163,33,1422,110,1312,5,5,0,1623
314,"312200","2015JJ00",2102,824,1278,1847,780,1069,-18.7,-15.3,-20.7,113.8,105.6,119.6,77,64,13,1197,NA,NA,4,4,0,1278
315,"312505","1995JJ00",3557,2320,1237,4033,2806,1234,NA,NA,NA,88.2,82.7,100.3,818,690,128,407,173,234,12,15,3,1237
316,"312505","1996JJ00",3492,2333,1159,3979,2785,1204,-1.3,-0.7,-2.4,87.8,83.8,96.3,759,636,123,392,171,221,8,11,3,1159
317,"312505","1997JJ00",3548,2408,1140,4023,2838,1198,1.1,1.9,-0.5,88.2,84.9,95.2,758,648,110,380,169,211,2,7,5,1140
318,"312505","1998JJ00",3726,2502,1224,4184,2933,1262,4,3.4,5.4,89.1,85.3,97,771,614,157,453,170,283,0,6,6,1224
319,"312505","1999JJ00",3724,2482,1242,4180,2914,1275,-0.1,-0.6,1.1,89.1,85.2,97.4,793,628,165,448,173,275,1,9,8,1242
320,"312505","2000JJ00",3856,2599,1257,4289,2952,1342,2.6,1.3,5.2,89.9,88,93.7,823,642,181,430,179,251,4,12,8,1257
321,"312505","2001JJ00",3720,2522,1198,4103,2780,1325,-4.3,-5.8,-1.3,90.7,90.7,90.4,798,637,161,394,183,211,6,14,8,1198
322,"312505","2002JJ00",3632,2443,1189,3961,2690,1273,-3.5,-3.3,-3.9,91.7,90.8,93.4,774,611,163,411,187,224,4,12,8,1189
323,"312505","2003JJ00",3509,2342,1167,3798,2559,1240,-4.1,-4.9,-2.6,92.4,91.5,94.1,741,588,153,424,185,239,2,10,8,1167
324,"312505","2004JJ00",3284,2264,1020,3549,2470,1081,-6.6,-3.5,-12.8,92.5,91.6,94.3,677,533,144,341,184,157,2,12,10,1020
325,"312505","2005JJ00",3263,2232,1031,3469,2389,1082,-2.3,-3.3,0.1,94.1,93.4,95.3,630,500,130,396,183,213,5,15,10,1031
326,"312505","2006JJ00",3347,2295,1052,3528,2414,1116,1.7,1.1,3.1,94.9,95.1,94.3,628,498,130,423,182,241,1,10,9,1052
327,"312505","2007JJ00",3531,2388,1143,3672,2487,1187,4.1,3,6.4,96.2,96,96.3,652,514,138,489,182,307,2,11,9,1143
328,"312505","2008JJ00",3381,2265,1116,3465,2303,1163,-5.6,-7.4,-2,97.6,98.3,95.9,658,513,145,458,185,273,0,10,10,1116
329,"312505","2009JJ00",3024,2020,1004,3059,2075,985,-11.7,-9.9,-15.3,98.9,97.4,101.9,616,489,127,390,186,204,-2,13,15,1004
330,"312505","2010JJ00",3158,2125,1033,3158,2125,1033,3.2,2.4,4.9,100,100,100,611,483,128,421,184,237,1,13,12,1033
331,"312505","2011JJ00",3499,2374,1125,3375,2222,1153,6.9,4.6,11.6,103.7,106.8,97.6,626,489,137,493,178,315,6,16,10,1125
332,"312505","2012JJ00",3344,2267,1077,3152,2097,1054,-6.6,-5.6,-8.6,106.1,108.1,102.2,634,492,142,437,174,263,6,14,8,1077
333,"312505","2013JJ00",3370,2278,1092,3179,2119,1057,0.8,1.1,0.4,106,107.5,103.3,646,503,143,439,169,270,7,13,6,1092
334,"312505","2014JJ00",3365,2261,1104,3151,2109,1039,-0.9,-0.4,-1.7,106.8,107.2,106.2,642,497,145,453,165,288,9,12,3,1104
335,"312505","2015JJ00",3440,2349,1091,3188,2146,1039,1.2,1.7,0,107.9,109.5,105,638,500,138,442,NA,NA,11,15,4,1091
336,"315810","1995JJ00",12010,7592,4418,13146,8758,4395,NA,NA,NA,91.4,86.7,100.5,2836,2385,451,1552,681,871,30,35,5,4418
337,"315810","1996JJ00",12123,7619,4504,13536,9244,4331,3,5.5,-1.5,89.6,82.4,104,2887,2420,467,1600,696,904,17,30,13,4504
338,"315810","1997JJ00",12599,7962,4637,14285,9616,4681,5.5,4,8.1,88.2,82.8,99.1,2841,2438,403,1801,718,1083,-5,17,22,4637
339,"315810","1998JJ00",13123,8388,4735,14724,10050,4709,3.1,4.5,0.6,89.1,83.5,100.6,2987,2387,600,1765,753,1012,-17,14,31,4735
340,"315810","1999JJ00",13475,8562,4913,15028,10207,4848,2.1,1.6,3,89.7,83.9,101.3,3080,2444,636,1843,790,1053,-10,24,34,4913
341,"315810","2000JJ00",14427,9376,5051,15261,10414,4883,1.6,2,0.7,94.5,90,103.4,3223,2528,695,1839,830,1009,-11,28,39,5051
342,"315810","2001JJ00",14628,9324,5304,14970,10247,4762,-1.9,-1.6,-2.5,97.7,91,111.4,3233,2588,645,2085,855,1230,-14,32,46,5304
343,"315810","2002JJ00",14110,9071,5039,14469,10007,4518,-3.3,-2.3,-5.1,97.5,90.6,111.5,3249,2597,652,1805,881,924,-15,37,52,5039
344,"315810","2003JJ00",13676,8800,4876,14156,9720,4478,-2.2,-2.9,-0.9,96.6,90.5,108.9,3161,2517,644,1732,877,855,-17,23,40,4876
345,"315810","2004JJ00",13764,8823,4941,14397,9844,4589,1.7,1.3,2.5,95.6,89.6,107.7,3166,2524,642,1795,879,916,-20,25,45,4941
